Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Label
88,85,33,99,60,96,76,37,64,48,-1
8,52,6,72,50,94,97,48,16,74,-1
49,91,26,71,2,70,88,75,60,40,1
20,63,69,22,52,71,62,86,47,0,1
15,94,90,41,20,18,8,20,53,83,1
23,6,62,95,96,0,34,99,75,19,1
43,87,27,40,54,33,93,67,72,64,-1
67,37,23,91,59,21,84,63,100,12,1
59,4,86,81,12,55,67,49,3,13,1
63,60,54,63,22,54,80,0,53,91,1
17,13,8,49,60,2,54,45,10,64,1
46,17,53,98,89,45,43,32,92,92,0
38,94,60,34,85,93,38,1,49,22,-1
27,23,51,75,27,11,26,4,85,23,0
51,94,2,52,11,2,3,95,65,11,0
90,18,71,86,50,22,61,6,12,0,1
77,24,89,70,44,26,88,14,6,5,1
84,63,10,7,51,16,7,95,50,68,0
81,88,78,48,21,97,50,6,55,47,-1
79,9,35,67,52,30,1,63,90,41,-1
73,54,56,88,82,75,41,12,2,26,-1
86,12,2,2,54,54,44,58,61,55,0
91,75,73,4,82,87,83,73,0,58,0
97,35,47,96,53,62,78,62,37,52,0
26,24,54,4,68,20,43,71,20,20,-1
96,64,87,67,27,48,85,49,31,100,-1
56,6,90,16,77,35,97,93,30,95,1
73,52,31,95,12,15,48,47,43,83,-1
82,1,64,97,81,92,83,40,77,14,-1
50,60,57,31,5,34,49,21,51,58,-1
62,74,25,75,62,75,33,63,66,70,1
75,86,57,42,91,98,74,51,35,61,1
54,48,51,22,49,63,9,19,32,8,0
49,56,96,73,34,44,11,38,88,57,0
85,55,5,89,86,3,58,81,69,63,0
94,20,93,49,94,68,63,99,31,16,1
70,29,24,42,26,80,97,19,61,62,1
6,55,47,29,65,6,15,57,80,71,0
66,70,93,21,42,20,56,7,91,13,1
4,49,72,84,45,47,38,2,54,35,1
21,5,90,55,7,85,15,51,34,66,1
67,84,84,3,21,42,97,48,91,77,0
11,18,82,95,48,15,1,67,53,51,0
45,85,14,77,49,31,48,5,15,96,0
80,1,0,31,10,60,92,59,70,15,-1
27,26,22,30,57,47,17,23,63,79,0
21,61,5,5,100,8,22,36,12,80,1
36,25,12,83,82,75,95,8,22,59,-1
49,17,78,6,6,30,86,58,38,17,-1
81,45,5,41,73,94,38,64,47,55,0
15,100,43,63,8,87,23,68,73,20,-1
97,83,13,45,20,72,53,17,1,7,-1
99,55,93,87,39,17,12,31,65,30,0
47,79,25,26,32,29,10,62,3,21,0
23,80,8,7,21,17,12,32,79,22,0
62,27,70,32,67,37,75,30,17,29,1
39,56,85,95,20,27,24,94,97,80,0
20,25,36,1,87,46,93,8,37,17,-1
22,78,53,99,42,14,15,52,99,69,0
82,61,49,32,98,14,19,31,43,13,-1
58,19,61,12,28,48,94,45,39,43,0
83,64,6,23,23,36,55,4,7,96,-1
12,9,92,91,75,63,79,69,10,60,-1
0,4,47,72,16,79,67,11,39,77,0
40,72,3,64,80,46,36,26,85,85,-1
77,59,70,32,91,58,34,17,25,53,0
48,87,53,46,39,5,68,96,15,31,-1
86,51,83,67,94,12,35,16,39,88,-1
63,60,51,51,5,43,83,12,75,68,0
81,64,35,98,80,19,14,35,35,67,-1
52,24,27,21,52,95,94,67,79,16,-1
72,86,0,82,45,38,25,42,23,21,0
8,19,46,62,25,10,33,71,21,74,0
98,39,74,88,40,58,85,70,74,36,-1
19,5,24,16,21,5,47,41,88,94,0
96,56,75,59,50,26,32,21,37,58,-1
60,87,64,99,22,11,32,80,69,16,1
45,87,64,13,16,0,52,89,98,74,-1
57,61,48,9,64,24,99,68,36,12,-1
18,15,44,17,53,21,13,8,52,94,-1
31,12,75,95,87,55,4,9,35,48,-1
43,68,0,85,30,2,90,81,93,58,-1
3,5,26,62,59,8,32,22,16,84,0
96,19,40,73,64,20,50,49,46,95,1
31,0,80,73,21,79,15,29,64,73,1
74,5,97,60,98,50,53,63,6,61,1
46,47,78,27,32,4,1,36,34,90,-1
56,99,18,1,29,66,2,92,69,87,1
84,89,36,60,5,66,28,88,74,76,-1
82,83,14,39,69,99,16,9,73,72,-1
9,54,7,73,13,18,78,25,82,35,0
14,13,85,28,30,48,92,1,59,4,1
19,24,97,71,54,1,1,71,19,33,1
74,85,22,25,45,3,33,64,15,5,0
2,22,71,74,56,35,21,5,6,44,1
22,24,97,49,75,74,24,40,95,66,-1
56,96,9,71,40,59,71,66,47,91,0
11,98,85,27,78,2,18,44,6,49,1
49,37,5,87,94,25,44,40,95,64,-1
74,68,17,6,95,94,32,56,65,62,1
37,99,46,82,40,36,88,28,17,61,-1
95,82,6,56,93,16,77,1,73,38,0
84,58,3,95,49,48,56,65,70,19,1
92,7,46,10,6,14,58,75,37,87,0
22,72,38,0,18,88,51,80,24,100,0
69,87,21,63,40,36,46,18,98,64,0
35,90,37,83,87,49,18,33,16,24,1
9,1,21,29,87,51,99,64,7,26,1
11,73,70,24,100,83,80,83,13,37,-1
2,61,8,78,65,0,89,11,44,87,-1
92,98,68,56,9,4,99,92,34,31,0
1,95,42,13,44,82,39,8,85,55,1
91,89,19,38,28,18,3,10,21,6,1
83,51,82,48,19,65,98,71,84,74,0
42,46,11,60,27,70,67,75,66,55,-1
2,65,77,96,14,68,45,66,63,36,0
4,45,59,17,94,98,24,17,100,12,1
96,52,84,1,95,80,19,16,48,30,1
50,15,61,16,82,65,17,52,5,22,0
70,28,38,53,8,82,14,5,32,71,1
54,88,16,54,4,28,89,46,77,18,1
85,16,2,89,42,90,15,14,71,63,1
25,80,45,72,40,19,60,23,6,58,-1
91,58,8,65,37,67,97,30,77,72,1
17,82,70,9,60,18,39,70,40,12,1
75,55,89,63,99,64,65,60,64,93,0
96,50,11,83,54,44,67,62,68,76,0
53,44,7,79,18,60,75,1,90,56,-1
59,96,36,35,65,51,52,34,92,78,-1
33,72,65,11,79,77,47,24,16,77,1
60,82,1,68,52,40,91,45,5,64,-1
69,1,32,89,78,22,22,53,21,9,1
34,35,93,44,26,2,37,52,74,45,0
83,78,68,9,25,0,66,62,0,54,-1
98,23,51,88,52,43,46,51,38,38,-1
88,99,26,29,35,1,11,5,98,56,-1
21,79,85,64,24,33,64,76,67,19,-1
8,42,93,35,44,30,74,51,91,63,0
86,33,48,99,24,4,28,26,67,72,0
2,15,4,88,15,60,55,27,59,42,0
65,27,15,64,26,89,77,96,76,6,-1
72,23,60,16,0,25,47,58,7,10,1
67,33,51,16,97,64,16,84,62,84,1
91,82,35,52,27,97,52,26,43,29,1
30,31,1,88,88,90,93,68,20,74,1
51,63,1,6,12,80,71,12,86,43,1
24,80,26,94,97,71,100,54,75,5,0
7,94,62,67,50,74,90,95,42,95,0
18,15,84,45,84,64,78,26,72,81,0
98,36,9,85,75,92,69,31,49,47,1
30,81,20,27,21,23,94,81,10,66,0
37,82,23,7,96,56,24,83,64,17,0
97,87,44,30,100,18,47,45,48,39,1
23,21,7,21,4,11,91,60,44,19,1
100,47,41,3,2,27,62,54,2,50,1
72,96,59,23,72,71,51,50,51,2,1
59,25,54,78,80,37,18,94,34,68,-1
21,58,60,95,30,81,99,29,65,3,0
73,90,32,27,66,55,11,72,82,15,1
63,99,11,42,35,21,26,66,46,49,-1
43,19,89,89,58,83,34,75,80,50,1
21,47,5,10,86,89,8,51,92,35,-1
4,10,29,22,83,56,45,53,30,86,0
62,50,1,37,43,100,36,12,37,39,-1
8,89,16,75,10,65,1,80,43,91,1
22,60,15,86,70,85,23,26,98,68,-1
11,61,72,99,54,72,40,68,80,46,-1
10,28,27,63,10,21,56,70,71,32,0
63,29,76,30,23,99,47,35,60,32,-1
29,77,98,85,29,34,16,44,69,87,0
88,14,64,31,71,84,14,41,48,4,-1
16,73,43,34,99,35,42,10,43,26,-1
78,15,63,65,71,84,81,11,29,60,1
46,83,53,24,72,28,4,56,43,73,0
93,39,2,9,25,0,64,56,94,95,-1
52,59,73,57,49,89,0,31,87,97,0
8,72,81,85,2,39,72,83,31,78,1
85,13,6,40,92,87,77,14,9,70,0
45,26,6,31,78,17,96,20,20,17,0
33,19,48,69,58,42,32,54,74,45,-1
56,31,0,74,79,15,60,13,74,26,1
82,46,43,32,48,48,34,69,10,44,1
18,72,64,24,76,83,14,96,31,86,1
15,47,15,1,58,73,58,34,33,67,-1
73,12,88,17,39,65,55,62,4,54,0
3,23,64,16,44,3,55,44,32,99,-1
35,13,38,96,11,34,83,67,49,84,-1
77,15,42,100,18,20,24,45,85,46,-1
36,100,86,32,49,7,55,32,98,24,-1
95,7,62,25,94,70,33,14,62,29,0
17,100,7,62,8,51,37,57,3,97,1
57,96,84,63,45,15,44,91,48,94,0
89,84,92,20,49,98,97,97,9,88,-1
32,33,83,21,67,99,56,14,54,65,0
54,59,64,73,58,38,90,100,30,8,1
7,80,55,57,61,25,19,91,40,19,1
29,46,70,9,99,100,89,26,77,10,0
32,28,30,81,46,21,4,28,20,75,-1
82,47,55,27,82,65,63,89,89,79,1
35,76,1,35,16,45,71,57,16,65,-1
76,89,33,22,96,16,76,66,65,18,1
24,41,25,10,0,19,34,33,90,96,0
59,55,40,92,91,8,43,54,37,71,0
24,11,16,53,90,14,79,10,9,42,-1
17,38,1,73,72,8,25,86,73,98,0
81,90,98,53,18,94,82,28,38,34,-1
24,14,70,46,82,40,12,80,36,75,0
98,28,6,53,6,15,5,97,86,45,-1
88,66,21,15,7,3,55,55,60,100,1
52,91,41,51,6,32,9,89,32,99,-1
53,38,30,94,95,3,40,83,99,25,1
43,88,42,26,41,27,68,81,9,40,1
99,65,54,36,9,32,81,75,30,57,0
74,48,22,80,60,80,84,53,50,7,0
52,32,85,87,6,23,99,21,43,28,-1
0,2,72,31,27,34,12,71,50,80,0
38,63,12,55,15,41,54,3,9,19,-1
83,43,66,31,41,3,80,7,39,70,1
1,51,17,14,80,10,13,18,95,21,-1
76,14,62,81,10,70,87,89,70,32,0
60,20,53,93,98,87,79,40,50,99,1
29,80,7,57,27,10,35,95,79,77,0
33,86,36,17,76,20,19,67,61,12,-1
88,94,25,92,45,84,77,30,100,54,0
35,12,47,71,26,7,40,14,74,1,-1
84,7,39,70,65,64,23,24,49,55,-1
72,82,4,8,63,82,46,93,60,66,1
71,10,78,58,98,80,61,24,100,76,0
2,31,52,16,26,93,14,5,76,27,0
10,77,81,67,95,24,21,19,39,83,0
83,45,55,30,58,95,15,29,4,82,1
85,45,0,67,98,88,0,53,80,90,-1
15,5,28,53,6,60,49,38,64,18,0
68,21,89,11,73,37,4,12,23,4,-1
72,1,5,62,86,40,38,53,8,76,-1
85,17,52,71,43,79,22,64,67,44,-1
53,2,30,26,96,79,86,50,62,84,1
5,39,63,53,22,26,62,37,83,90,-1
83,13,18,6,20,86,42,90,25,45,0
85,48,20,12,23,100,76,34,65,73,1
82,36,70,1,99,48,62,56,61,84,-1
48,5,65,53,94,89,52,99,39,79,-1
26,12,79,91,87,15,60,73,95,5,0
70,93,37,74,52,73,66,35,10,83,-1
29,10,71,47,79,74,54,60,99,5,1
24,93,42,62,65,69,71,84,1,86,0
0,100,12,13,19,100,97,46,47,85,0
69,88,38,34,83,31,6,16,46,88,1
28,18,35,22,70,29,12,82,91,35,0
69,96,36,57,52,80,70,22,6,83,-1
8,48,4,2,18,89,90,68,8,46,1
43,48,96,54,39,95,26,27,29,49,1
95,7,70,15,9,68,40,17,26,27,-1
15,19,42,99,8,61,24,99,24,17,-1
53,38,51,2,3,74,79,100,75,95,0
72,39,79,17,22,80,50,56,42,35,-1
83,34,90,87,56,34,28,61,62,70,1
60,3,71,28,79,52,21,16,73,74,0
66,66,80,20,65,96,48,39,13,31,1
29,65,13,70,76,85,90,10,12,31,0
48,85,47,2,54,19,52,50,90,77,-1
94,29,25,94,92,18,35,21,30,31,0
17,27,35,94,48,29,44,78,41,18,-1
26,67,93,34,40,16,8,15,82,46,0
16,39,28,45,21,10,61,49,90,52,1
29,85,89,47,21,21,65,87,36,3,0
58,95,52,80,61,68,27,98,25,12,-1
96,98,91,32,98,47,92,18,97,7,-1
84,28,51,0,57,74,52,64,91,65,1
85,14,17,83,34,60,40,42,6,11,0
11,89,78,91,48,51,3,60,63,84,-1
93,71,79,77,49,66,90,42,33,100,-1
6,87,4,52,15,88,87,69,8,39,-1
82,28,86,53,27,82,88,85,36,47,0
85,31,48,81,82,10,45,15,69,22,1
26,29,28,23,64,66,19,8,11,28,1
98,46,85,24,61,5,43,17,6,76,0
84,12,36,64,89,61,42,99,77,45,-1
19,83,19,2,31,46,9,99,40,1,1
34,26,41,66,48,62,90,87,26,13,-1
47,17,99,91,71,77,20,61,48,74,-1
74,2,63,48,27,47,65,24,81,55,-1
8,59,4,5,57,55,51,83,67,77,-1
32,53,32,20,84,71,70,69,26,61,-1
36,66,55,11,12,5,93,97,66,77,1
55,53,70,19,7,39,15,15,72,83,-1
32,36,52,51,22,33,72,88,3,64,-1
58,46,93,43,43,96,23,12,58,52,-1
25,72,72,60,47,93,83,42,66,99,0
5,11,53,32,58,54,30,74,94,23,-1
62,53,94,47,75,38,56,2,46,77,1
60,76,44,19,52,45,42,9,80,63,-1
5,38,96,56,44,70,86,42,49,10,-1
80,67,88,16,80,53,46,78,87,81,0
25,15,33,84,5,95,72,33,88,33,0
13,46,83,71,80,37,88,35,79,22,1
81,7,33,29,72,47,55,96,59,46,-1
63,99,56,92,43,59,70,99,20,0,1
5,43,50,2,35,41,85,84,63,34,1
97,13,25,98,69,17,94,91,2,15,-1
66,34,73,28,93,22,69,30,20,70,-1
20,51,44,59,83,99,18,36,56,100,0
78,88,65,15,84,42,20,33,92,17,1
43,87,3,70,82,4,92,35,66,74,0
86,86,81,56,56,3,57,86,58,61,1
63,57,35,1,45,42,60,68,67,66,1
58,1,94,64,98,89,98,89,33,1,0
48,4,59,23,70,2,65,53,9,97,-1
89,6,90,74,31,80,95,33,12,57,-1
35,33,74,65,90,86,27,34,11,17,-1
73,79,92,49,16,66,4,11,23,5,-1
35,70,100,5,28,71,84,20,66,3,0
38,42,63,36,10,26,81,68,58,83,1
89,25,37,69,79,100,9,51,68,50,-1
60,33,24,77,94,1,32,4,47,37,0
87,68,91,56,82,12,35,44,65,95,0
58,57,52,24,90,76,29,93,3,22,0
25,39,4,52,20,16,0,26,8,12,-1
5,55,83,60,66,3,81,90,98,24,-1
53,72,83,44,45,36,28,84,19,50,0
13,60,39,41,44,62,10,88,27,9,0
93,64,62,3,76,4,16,88,60,68,0
36,90,87,78,42,73,79,66,45,45,1
97,88,96,25,46,88,9,30,36,55,0
36,62,32,11,91,53,7,84,36,78,0
20,12,17,18,50,21,4,27,49,20,-1
79,58,37,4,36,62,32,53,45,92,0
18,72,53,37,47,17,46,100,86,57,1
13,12,25,65,43,67,86,15,22,40,0
19,54,56,59,5,15,27,57,70,95,-1
46,74,55,29,36,63,92,99,7,62,-1
26,96,10,48,22,40,83,45,66,22,-1
90,46,80,36,58,54,47,3,86,36,1
12,78,71,89,17,53,22,80,78,34,1
19,49,53,85,76,9,11,12,26,82,-1
76,33,66,42,5,88,44,4,37,1,-1
0,26,84,24,9,9,100,65,75,77,1
4,72,26,47,0,57,18,29,17,37,1
32,85,39,60,29,19,61,39,93,69,-1
36,74,50,19,57,2,66,58,29,50,1
64,11,34,100,85,30,79,26,10,12,0
76,34,14,94,68,81,5,99,23,54,0
26,16,22,37,85,32,73,25,75,55,0
10,12,17,1,38,93,59,44,54,64,-1
17,90,39,29,42,21,50,3,29,14,0
23,46,91,93,55,66,16,97,65,81,0
49,29,13,41,37,12,59,62,61,94,-1
95,63,95,74,54,78,59,55,78,51,-1
85,83,92,48,11,42,30,20,39,1,-1
17,11,95,25,64,9,99,64,75,54,1
30,64,6,38,40,28,37,82,35,27,0
97,85,80,30,19,16,0,38,83,29,-1
14,58,11,68,35,74,87,23,37,78,-1
92,3,85,68,40,87,8,26,34,41,0
61,45,83,30,44,13,12,48,55,78,1
72,4,92,18,94,2,81,54,18,72,0
64,92,19,6,73,38,91,81,13,32,1
77,77,41,42,70,27,9,54,59,18,0
4,4,21,98,93,9,27,45,86,39,0
62,73,23,33,49,36,93,45,31,47,-1
26,38,39,39,62,95,99,29,98,31,0
67,4,86,45,46,70,49,8,8,49,1
57,70,88,67,26,23,90,16,100,36,0
72,57,20,72,91,39,100,95,34,80,0
15,92,17,56,17,80,39,0,2,38,0
88,46,76,99,6,28,8,20,98,6,0
45,40,85,12,97,9,94,70,2,62,-1
5,78,39,63,54,70,85,80,25,55,-1
35,91,77,65,74,98,61,53,46,8,1
34,9,75,39,39,82,1,54,75,59,1
71,24,12,58,88,49,9,60,47,63,1
22,15,11,25,82,41,22,96,49,25,-1
59,35,0,39,96,77,12,57,65,100,0
2,20,20,86,80,5,88,26,25,7,1
55,48,29,32,72,71,95,89,11,78,0
47,65,88,92,13,75,24,57,43,81,1
4,59,81,71,91,34,27,24,86,78,1
46,27,91,66,34,5,50,56,72,22,1
17,35,2,11,0,63,38,60,9,27,1
79,48,37,80,14,30,5,50,80,97,1
33,23,29,12,73,16,24,100,78,66,0
100,7,54,24,94,64,82,67,94,38,-1
98,58,63,7,49,51,40,90,84,96,0
40,34,15,100,70,62,61,57,19,86,1
80,27,16,43,98,17,35,10,61,30,0
83,53,57,38,86,93,28,25,80,13,1
42,76,96,7,31,44,65,57,86,30,1
14,43,7,86,32,47,52,59,3,80,0
33,20,6,99,54,72,54,54,24,66,0
3,16,23,80,12,34,81,45,81,65,0
13,9,34,100,17,61,8,80,63,59,0
11,97,80,35,73,88,23,81,68,64,-1
8,48,79,78,99,50,19,83,23,17,1
43,17,43,98,18,53,72,39,26,15,-1
26,71,93,70,26,4,57,95,6,64,0
98,39,7,27,87,43,99,9,65,97,-1
89,85,41,2,35,35,8,35,23,59,0
24,80,27,25,94,65,49,66,26,47,1
48,43,69,7,40,50,41,28,21,66,1
64,33,24,66,91,54,83,87,11,73,0
20,76,54,82,4,38,80,36,72,94,-1
4,69,5,19,62,50,73,52,41,99,1
84,1,66,56,37,44,16,1,92,91,1
5,12,56,53,87,93,18,76,48,100,0
56,29,95,21,18,48,7,32,51,45,1
68,83,2,22,57,90,12,84,19,32,1
21,62,33,35,0,63,16,11,99,48,0
73,12,42,66,6,37,71,81,60,76,-1
85,22,56,91,69,36,93,11,39,77,0
72,46,47,14,9,43,22,95,75,12,-1
45,0,95,7,22,93,36,96,43,1,0
11,0,63,24,32,28,7,72,94,82,0
8,19,58,41,48,62,95,21,94,32,-1
5,86,33,97,98,81,34,79,78,98,0
23,99,39,99,85,94,47,71,5,20,1
11,35,34,48,27,5,76,17,13,50,0
51,97,1,64,37,32,90,23,71,16,1
66,9,53,77,95,67,37,57,35,64,0
68,21,78,50,93,86,83,76,7,16,-1
23,3,54,93,94,62,92,86,54,47,1
48,98,17,78,91,100,66,87,6,54,-1
84,31,52,50,25,81,13,64,9,0,-1
81,66,51,83,16,34,9,59,54,57,-1
74,31,93,8,17,19,15,17,41,95,0
74,80,57,83,8,22,1,39,78,71,-1
86,78,53,14,70,7,11,7,88,20,1
31,47,48,34,32,61,64,82,90,6,0
33,16,43,45,6,10,12,72,61,16,1
8,40,83,80,95,63,3,0,33,3,-1
2,7,88,97,65,89,53,99,98,47,1
76,19,7,74,22,62,94,55,66,59,0
80,72,47,88,8,24,64,27,84,61,-1
72,63,24,38,53,36,15,70,73,93,0
61,64,3,66,28,98,36,11,56,13,0
50,85,2,55,20,41,95,41,85,58,-1
90,2,55,99,28,39,58,12,20,8,1
94,7,17,24,73,93,41,6,1,64,-1
59,24,8,44,93,57,76,42,63,59,1
49,26,58,71,69,92,53,43,21,86,0
96,17,77,14,90,63,36,53,6,71,0
41,13,4,76,24,45,48,78,5,64,1
16,83,60,10,65,14,61,13,4,76,0
65,7,93,65,67,31,80,22,97,38,-1
59,82,89,26,94,84,3,18,93,31,0
33,6,73,7,79,67,54,16,14,95,-1
54,7,3,59,44,11,30,23,42,73,1
32,59,46,77,82,21,55,100,92,90,0
66,30,45,76,90,96,97,48,34,94,1
54,49,42,59,57,82,51,10,100,41,1
61,66,7,72,73,78,49,37,62,53,-1
81,39,29,38,0,43,87,1,90,40,1
45,94,32,12,100,55,99,77,28,23,1
40,86,79,84,99,23,65,20,17,10,1
37,100,57,96,10,36,25,34,12,13,1
58,91,47,42,16,59,19,40,88,22,-1
46,78,99,25,49,47,98,94,100,85,0
64,84,35,82,89,11,91,74,23,0,1
21,88,42,83,92,98,67,100,33,63,-1
22,40,45,79,18,37,63,5,3,91,0
49,30,89,88,92,37,96,100,83,12,0
51,2,96,35,61,10,98,57,46,23,1
68,57,6,47,62,43,56,57,26,75,1
96,4,70,83,30,34,58,83,78,34,-1
10,100,24,95,54,14,4,14,26,20,-1
10,54,28,17,44,64,91,29,53,54,-1
90,93,54,43,84,73,43,83,85,63,1
64,71,79,61,56,42,17,50,45,93,-1
6,74,31,39,66,9,4,84,22,66,-1
51,53,25,49,26,35,4,91,37,94,0
83,94,2,99,54,25,42,97,53,27,1
44,75,0,1,63,30,78,7,39,48,-1
14,8,10,32,2,26,47,60,85,28,1
41,15,66,71,5,39,22,69,25,74,1
70,91,54,63,50,87,5,74,13,23,1
73,52,82,14,49,41,96,87,47,40,1
29,6,66,64,79,18,39,18,11,86,0
32,21,48,61,92,53,44,68,50,86,-1
35,3,81,55,99,63,43,86,38,42,1
52,11,39,92,65,24,4,3,76,21,-1
2,93,0,98,64,35,78,90,62,70,1
75,31,58,14,27,27,88,55,14,38,-1
17,13,45,50,88,72,92,24,36,27,0
9,51,3,49,68,66,2,74,17,50,0
92,17,3,94,10,50,27,77,89,88,0
55,64,71,33,93,93,62,98,66,59,0
72,91,55,85,52,92,89,77,70,80,0
87,65,69,47,43,53,85,42,63,100,1
96,84,88,12,0,79,10,68,70,81,-1
17,3,63,91,33,18,99,6,18,96,1
45,32,33,100,89,31,83,82,44,8,1
28,22,62,93,56,41,22,90,85,25,1
44,100,18,85,84,12,7,3,39,39,-1
17,11,96,22,33,67,48,97,61,23,0
28,74,99,55,4,36,86,87,18,41,1
11,10,86,46,85,23,69,64,76,18,1
81,82,2,8,16,100,16,50,4,24,1
74,41,68,95,33,48,38,4,78,55,-1
52,87,97,54,50,49,77,40,98,25,1
50,78,84,52,73,75,67,83,83,82,1
22,44,97,56,61,91,91,97,1,12,1
92,99,83,70,57,28,77,55,74,90,-1
6,41,69,4,55,90,96,6,9,1,-1
16,8,74,62,64,20,96,73,99,61,-1
1,91,81,31,3,90,58,53,23,79,-1
89,52,67,21,20,28,62,23,27,45,0
82,91,44,52,64,70,20,34,28,67,0
43,97,1,68,31,83,14,0,78,4,0
69,27,47,38,82,73,48,56,45,29,-1
28,61,33,35,53,84,58,41,77,79,1
75,61,75,30,19,59,84,100,80,5,1
50,73,73,53,46,39,43,47,61,10,0
42,41,93,55,29,58,54,94,20,98,0
16,48,19,99,92,55,11,26,47,91,1
4,19,83,64,81,5,14,28,39,22,0
69,11,62,44,47,10,16,67,94,49,1
61,85,100,62,40,42,69,72,81,74,1
26,62,14,63,14,44,21,98,62,29,1
55,6,50,63,70,42,18,33,23,10,0
13,64,90,9,57,60,26,14,20,95,-1
84,42,38,8,5,15,14,62,83,70,-1
54,61,28,4,51,4,92,11,75,86,1
66,31,21,99,37,34,83,98,43,63,-1
26,70,24,17,41,99,2,40,12,63,-1
98,98,23,59,43,40,42,32,27,49,1
94,14,62,24,65,75,40,4,39,43,0
87,38,41,8,57,16,71,64,77,71,-1
52,67,90,46,68,12,24,28,11,62,1
31,12,94,6,50,75,75,45,90,75,-1
61,64,64,41,71,98,67,15,73,28,1
31,100,75,52,99,72,14,10,39,17,0
17,54,94,37,37,7,63,26,19,46,1
43,9,80,90,4,48,42,17,70,39,-1
63,60,32,49,6,2,33,11,21,51,-1
94,94,66,95,15,34,4,39,48,86,1
36,68,25,90,58,63,17,17,14,1,-1
11,51,51,75,24,41,25,66,20,79,0
20,79,51,41,94,50,71,27,67,47,0
2,99,17,18,12,41,68,24,72,53,-1
94,83,41,24,94,7,30,3,56,70,1
97,3,51,92,64,22,99,30,75,44,-1
22,30,23,8,54,7,42,59,92,31,0
71,6,8,71,28,77,87,70,50,3,1
25,7,16,42,91,35,96,70,22,10,-1
72,100,13,78,100,56,39,18,99,23,0
67,19,58,18,12,84,10,35,38,48,1
92,42,1,42,24,75,98,47,59,78,-1
6,8,14,17,91,67,39,61,95,45,0
28,65,18,43,65,13,98,86,76,80,-1
1,84,28,94,69,88,20,37,80,56,1
99,52,47,22,49,67,97,20,75,23,0
48,1,59,13,93,57,46,70,9,34,0
66,72,100,81,56,76,15,36,75,65,0
60,3,48,95,45,3,22,53,60,90,1
12,13,68,83,74,43,10,56,38,44,0
58,99,25,59,76,3,19,37,87,28,1
28,54,6,7,98,35,47,43,37,3,-1
59,73,35,28,84,68,44,96,27,48,-1
67,36,18,33,28,73,66,79,98,4,0
46,86,65,47,0,14,33,1,91,97,1
81,41,88,24,37,87,80,19,95,11,-1
62,35,40,72,33,20,55,12,65,78,1
3,21,100,37,95,99,74,13,95,57,1
73,17,96,4,19,94,86,78,3,14,1
58,70,95,90,48,14,56,55,40,28,-1
84,90,22,85,62,40,14,21,14,61,-1
69,58,15,37,52,43,9,53,11,38,1
67,71,72,26,32,27,36,63,92,30,-1
28,39,13,42,6,75,44,48,63,69,1
18,30,84,83,78,84,11,82,22,23,1
89,46,66,93,65,87,12,32,96,11,1
4,57,57,34,52,87,92,58,73,35,1
72,76,39,53,60,31,32,3,8,6,-1
78,74,39,31,7,86,48,79,79,94,1
23,77,3,49,9,93,44,45,90,2,0
16,24,8,5,48,37,99,90,76,16,1
26,97,15,95,31,42,77,71,70,38,1
31,52,12,78,51,44,51,7,59,4,0
36,21,95,51,59,62,12,77,71,34,-1
95,13,72,7,54,7,11,0,17,53,-1
83,98,20,41,61,68,86,71,68,43,-1
41,90,55,0,38,1,18,55,38,62,1
86,17,23,18,41,60,44,21,68,61,-1
54,35,70,46,30,72,49,58,64,29,-1
82,20,94,83,1,92,10,37,73,52,0
14,10,90,98,10,37,32,87,77,70,1
28,74,13,44,81,55,75,6,54,69,-1
19,95,46,60,89,10,69,2,22,32,0
72,52,88,51,5,14,40,19,94,18,-1
97,35,87,94,72,47,8,44,74,7,-1
89,100,19,39,0,17,77,87,32,51,0
46,96,18,11,34,72,6,75,27,68,0
83,67,84,70,17,59,30,59,95,27,0
57,3,3,86,92,23,16,11,78,84,-1
9,36,97,36,71,27,52,3,64,72,0
93,55,79,37,48,68,10,95,83,48,1
10,26,37,96,35,86,66,48,51,29,-1
53,78,92,61,60,90,0,76,43,24,0
63,66,41,37,22,40,40,71,59,24,0
1,15,12,97,75,0,50,49,52,8,0
9,9,99,62,30,92,74,94,98,29,0
95,100,85,37,72,64,36,38,6,84,1
66,8,63,87,100,7,83,73,79,12,0
30,78,39,98,88,56,0,79,86,52,-1
6,9,7,100,6,91,51,98,96,65,-1
8,100,85,13,31,50,95,40,65,15,1
29,11,94,91,42,57,28,100,62,84,0
88,55,21,97,45,80,55,1,52,98,-1
50,93,90,23,50,78,78,76,39,20,0
18,2,58,32,17,100,36,21,9,34,-1
49,41,18,1,43,10,23,46,0,71,0
100,64,4,73,84,15,26,78,31,76,1
80,84,2,32,67,2,89,72,69,52,1
22,91,100,58,80,73,1,16,47,55,0
48,7,11,80,1,65,7,14,63,41,1
78,42,12,54,75,86,59,28,69,74,0
89,35,15,60,75,12,89,14,83,73,1
0,76,32,0,89,19,97,33,89,10,1
52,33,57,69,37,93,37,56,38,92,0
48,70,23,30,40,7,19,1,66,71,-1
71,17,29,19,60,12,14,22,18,54,0
9,65,67,30,16,35,19,12,8,81,-1
59,71,86,75,29,99,8,12,7,43,1
8,87,39,66,65,32,14,53,75,97,0
20,90,90,23,14,14,4,25,7,19,-1
